rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,tahun
251–300,University of Kiel,"27,911",22.7,9%,48.9–51.1,31.50,32.7,84.5,36.9,57.1,2023
251–300,King Saud University,"33,931",10.6,14%,48.9–51.1,27.00,32.9,76.3,86.3,85.4,2023
251–300,Kyung Hee University,"20,504",17.7,27%,48.9–51.1,37.40,41.8,62.9,89.6,67.8,2023
251–300,La Trobe University,"21,663",27.4,33%,48.9–51.1,25.90,32.9,83.2,51.8,88.4,2023
251–300,Université Laval,"28,611",16.9,15%,48.9–51.1,40.10,35.8,67.8,68.7,72.4,2023
251–300,Linköping University,"15,026",14.4,15%,48.9–51.1,23.50,39.8,78,61.8,70.8,2023
251–300,University of Navarra,"11,466",14.7,27%,48.9–51.1,30.70,30.3,84.7,66.2,72.5,2023
251–300,Oregon Health and Science University,"3,035",1,3%,48.9–51.1,36.40,19.8,99.4,52,29.4,2023
251–300,Osaka University,"22,485",10.5,10%,48.9–51.1,54.30,60.9,31.8,96.4,42.2,2023
251–300,University of Pavia,"20,027",34.9,10%,48.9–51.1,38.60,33.7,75,46.5,47.2,2023
251–300,Queen’s University,"26,556",26.2,17%,48.9–51.1,39.90,38,60.9,72,72.7,2023
251–300,Ruhr University Bochum,"38,441",48.5,15%,48.9–51.1,40.40,47.2,57.6,52.3,54.1,2023
251–300,Sejong University,"12,356",20.8,13%,48.9–51.1,27.30,29.3,93.8,55.6,58.8,2023
251–300,University of Sharjah,"12,933",19.2,55%,48.9–51.1,20.50,21.3,96.8,41.4,99.3,2023
251–300,Simon Fraser University,"26,981",27.5,31%,48.9–51.1,27.80,36.8,76.3,52,92,2023
251–300,University of Southern Denmark,"18,471",10.2,14%,48.9–51.1,24.70,32.4,85.3,72.3,78.9,2023
251–300,Stellenbosch University,"24,907",25.9,8%,48.9–51.1,30.50,36.9,82.2,71,54,2023
251–300,Sun Yat-sen University,"57,951",15.1,5%,48.9–51.1,44.90,37.4,74.8,59.3,31.3,2023
251–300,Swansea University,"17,490",15.4,22%,48.9–51.1,24.90,28.2,91.5,39.3,83.6,2023
251–300,Tilburg University,"11,876",29.9,20%,48.9–51.1,34.30,46.6,61.7,50.6,84.5,2023
251–300,Tongji University,"30,153",10.8,12%,48.9–51.1,43.40,52.3,46.1,97.8,53.1,2023
251–300,University of Twente,"9,816",14.7,37%,48.9–51.1,34.30,46.4,57.2,80.5,94.5,2023
251–300,United Arab Emirates University,"7,121",10.9,17%,48.9–51.1,24.70,29.8,82.3,72.5,88.8,2023
251–300,University of Utah,"30,967",13.6,8%,48.9–51.1,39.90,34.9,81.7,57.5,33.9,2023
251–300,Virginia Polytechnic Institute and State University,"36,512",18.5,14%,48.9–51.1,39.30,36.2,73.7,47.4,56.8,2023
251–300,University of the Witwatersrand,"26,871",23.6,7%,48.9–51.1,31.50,44.3,67.9,100,73.1,2023
301–350,Abu Dhabi University,"3,926",18.1,60%,47.0–48.7,32.30,15.4,83.1,36.9,98.5,2023
301–350,Aix-Marseille University,"70,054",17.4,13%,47.0–48.7,40.50,24.9,72.3,41.5,63.2,2023
301–350,Alfaisal University,"2,851",10.2,32%,47.0–48.7,20.20,22.1,91.6,43.4,96.7,2023
301–350,Anglia Ruskin University (ARU),"20,285",27.8,46%,47.0–48.7,18.20,16.3,99,37.2,91.1,2023
301–350,Autonomous University of Madrid,"29,327",13.2,12%,47.0–48.7,31.30,31.2,80.8,40,51.2,2023
301–350,University of Bordeaux,"53,755",22.4,13%,47.0–48.7,31.60,27.8,79.5,39.5,59.9,2023
301–350,Brandeis University,"5,427",13.1,28%,47.0–48.7,28.50,23.1,90.3,37.3,55.5,2023
301–350,Universiti Brunei Darussalam,"3,641",10.8,14%,47.0–48.7,26.00,22.6,83.2,40.1,85.2,2023
301–350,University at Buffalo,"27,393",18,15%,47.0–48.7,38.70,33.7,67.7,47.1,63.7,2023
301–350,"University of California, Merced","9,185",20.1,10%,47.0–48.7,22.90,23.5,96,42.2,47.3,2023
301–350,University of Colorado Denver/Anschutz Medical Campus,"17,224",3.8,8%,47.0–48.7,30.10,20.3,97,42.9,31.5,2023
301–350,Dalhousie University,"16,901",14.8,28%,47.0–48.7,28.10,30.9,74.3,45,89,2023
301–350,Drexel University,"19,304",12.5,14%,47.0–48.7,40.80,26,76.4,48.8,50.1,2023
301–350,École Normale Supérieure de Lyon,"2,171",8.6,11%,47.0–48.7,46.90,46.2,47.4,56.6,62.1,2023
301–350,University of Essex,"14,335",15.3,40%,47.0–48.7,31.00,32.4,71,37.9,96.4,2023
301–350,Flinders University,"17,027",27.9,36%,47.0–48.7,27.30,33.1,75.8,43,89.8,2023
301–350,Florida State University,"39,380",24,7%,47.0–48.7,40.20,37.3,67.5,40.1,47.8,2023
301–350,University of Galway,"15,109",26.1,20%,47.0–48.7,29.70,32.7,71.2,45.7,82.8,2023
301–350,George Mason University,"32,157",18.1,12%,47.0–48.7,30.70,26.8,84,37.8,50,2023
301–350,Hasselt University,"5,683",31.1,14%,47.0–48.7,33.40,39.5,63.3,57.3,70.2,2023
301–350,University of Iowa,"29,257",11.1,8%,47.0–48.7,42.50,31.6,70.7,51,46.2,2023
301–350,Lappeenranta-Lahti University of Technology LUT,"4,609",30.3,12%,47.0–48.7,27.80,32.7,77.2,52.1,59.8,2023
301–350,University of Milan,"47,512",21.2,7%,47.0–48.7,32.60,30.4,82.5,40.5,43.5,2023
301–350,University of Milan-Bicocca,"29,057",29.2,5%,47.0–48.7,24.90,25.9,93.6,40.8,43,2023
301–350,Montpellier University,"40,179",20.1,15%,47.0–48.7,35.20,33.6,72.1,39.9,62.2,2023
301–350,Nagoya University,"15,224",12.8,12%,47.0–48.7,48.40,54.1,39.7,99.2,35.8,2023
301–350,Nankai University,"31,322",11.3,5%,47.0–48.7,39.70,24.9,79.4,46.2,40.7,2023
301–350,University of Otago,"18,508",19.7,19%,47.0–48.7,32.40,34.5,70.2,38.8,88,2023
301–350,University of Oulu,"10,134",19.8,7%,47.0–48.7,28.40,35.8,75.2,46.9,57.5,2023
301–350,Politecnico di Milano,"37,532",25.4,18%,47.0–48.7,39.00,45.3,56.4,74.6,62,2023
301–350,Reykjavík University,"2,757",22.9,8%,47.0–48.7,15.50,21.5,99.9,38.1,71.4,2023
301–350,RMIT University,"32,692",23.6,34%,47.0–48.7,29.40,32.7,71.8,47.6,93.6,2023
301–350,University of St Gallen,"8,065",12.2,34%,47.0–48.7,28.20,20.4,80,47.4,95.9,2023
301–350,Saint Louis University,"10,798",7.4,7%,47.0–48.7,39.60,15.8,89.4,39.8,34.7,2023
301–350,University of South Australia,"23,490",32.9,21%,47.0–48.7,23.00,36.1,70.4,79.5,87.5,2023
301–350,University of Southern Queensland,"12,150",26,18%,47.0–48.7,24.60,24.3,85.5,41.5,79.8,2023
301–350,Stony Brook University,"25,411",10.6,22%,47.0–48.7,33.80,26.8,76.1,38.1,69.5,2023
301–350,University of Stuttgart,"16,054",26.5,19%,47.0–48.7,44.80,48.6,47.5,88,53.5,2023
301–350,Swinburne University of Technology,"15,327",25.6,25%,47.0–48.7,25.20,31.1,81.8,45.2,81.5,2023
301–350,Taipei Medical University,"5,946",9.1,10%,47.0–48.7,44.40,32.2,63.1,93.1,45.8,2023
301–350,Tampere University,"15,855",20.6,6%,47.0–48.7,26.60,35.9,76.9,56.1,51.1,2023
301–350,University of Tasmania,"18,264",22.9,36%,47.0–48.7,27.10,34.8,71.5,48.1,91.1,2023
301–350,Technical University of Darmstadt,"15,526",37.1,18%,47.0–48.7,43.30,48.2,43.8,80.7,59.6,2023
301–350,Temple University,"35,641",12.5,8%,47.0–48.7,37.40,23.1,83.5,40.2,38.6,2023
301–350,The University of Tennessee-Knoxville,"27,308",16.7,4%,47.0–48.7,35.60,28.4,79,45.1,46.7,2023
301–350,Tokyo Institute of Technology,"9,878",9.5,17%,47.0–48.7,49.70,58.2,31,80,50,2023
301–350,University College Cork,"17,925",20.8,20%,47.0–48.7,24.20,28.8,83.7,47.2,84.3,2023
301–350,University of Victoria,"20,936",24.6,21%,47.0–48.7,24.70,33.7,75.5,45.7,86.8,2023
351–400,American University of Beirut,"9,267",8.7,22%,45.0–46.9,24.70,14.8,89.6,43,78.7,2023
351–400,"Asia University, Taiwan","11,421",30.3,7%,45.0–46.9,18.20,36.5,76.1,97.2,52.5,2023
351–400,Ateneo de Manila University,"13,159",10,4%,45.0–46.9,32.40,9.5,97,37.6,31.8,2023
351–400,"Birkbeck, University of London","8,060",16.6,40%,45.0–46.9,30.40,33.3,66.8,37.2,90.7,2023
351–400,University of Bremen,"12,635",20.1,14%,45.0–46.9,36.40,38.6,59,48.3,59.7,2023
351–400,University of Brescia,"15,133",24.6,7%,45.0–46.9,26.40,18.8,95.2,40.2,42.5,2023
351–400,University of Cape Coast,"28,451",35.5,0%,45.0–46.9,17.40,20.7,99.1,63.4,44.7,2023
351–400,Catholic University of Portugal,"11,213",22.2,21%,45.0–46.9,20.20,19.2,97.8,38.8,62.8,2023
351–400,Central South University,"56,344",20.4,4%,45.0–46.9,31.80,41.2,65.7,93.4,26.3,2023
351–400,Charles Darwin University,"7,246",34.5,30%,45.0–46.9,22.70,33.2,72.4,45.9,79.8,2023
351–400,"City, University of London","15,460",18.2,51%,45.0–46.9,25.60,29.3,69,38.3,95,2023
351–400,University of Delaware,"21,808",16.3,12%,45.0–46.9,28.80,39,64.9,91.4,51.5,2023
351–400,East China Normal University,"28,055",14.7,11%,45.0–46.9,37.50,32.6,62,54.4,54.7,2023
351–400,Edith Cowan University,"18,759",30.4,28%,45.0–46.9,20.10,25.3,80.4,40.7,87.4,2023
351–400,Golestan University of Medical Sciences,"3,721",11.5,11%,45.0–46.9,33.70,8.9,100,37,33.3,2023
351–400,University of Greifswald,"10,291",20.6,8%,45.0–46.9,31.90,26.9,77.6,42,56.7,2023
351–400,University of Hail,"19,366",11.2,10%,45.0–46.9,18.00,9.2,98.7,42.8,82.3,2023
351–400,Harbin Institute of Technology,"30,542",10.5,6%,45.0–46.9,44.20,46.9,49,99.6,27.6,2023
351–400,Howard University,"8,782",8.2,6%,45.0–46.9,45.70,17.6,79.2,36.9,34.3,2023
351–400,Imam Mohammad Ibn Saud Islamic University,"43,110",10.8,3%,45.0–46.9,29.60,17.7,89.6,40.6,65.1,2023
351–400,IMT Atlantique,"1,436",7.7,33%,45.0–46.9,37.30,35.8,50.1,90.6,77.2,2023
351–400,James Cook University,"12,825",20.1,32%,45.0–46.9,23.30,28.2,78,43.4,93.8,2023
351–400,JSS Academy of Higher Education and Research,"7,891",9.5,7%,45.0–46.9,34.40,9.4,99.3,38.4,35.2,2023
351–400,University of Kent,"16,705",17,29%,45.0–46.9,27.90,29.5,67.6,37.4,92,2023
351–400,Khalifa University,"3,029",8.8,22%,45.0–46.9,31.20,37.1,56.2,94.2,92.8,2023
351–400,Kurdistan University of Medical Sciences,"3,181",10.5,2%,45.0–46.9,36.10,9.8,98.4,37.6,23.7,2023
351–400,Leuphana University of Lüneburg,"7,839",26.1,7%,45.0–46.9,25.20,22.1,90,38.9,54.3,2023
351–400,University of Liège,"21,910",26.8,21%,45.0–46.9,26.80,38.4,62.2,85.7,72.4,2023
351–400,Loughborough University,"15,815",13.8,29%,45.0–46.9,32.20,32.6,61,40.3,88.6,2023
351–400,University of Malaya,"18,320",9.8,18%,45.0–46.9,37.40,32.6,61.2,42.7,82.7,2023
351–400,University of Manitoba,"29,561",29.4,20%,45.0–46.9,32.70,31.2,75,38.2,56.6,2023
351–400,Mazandaran University of Medical Sciences,"7,845",15.1,1%,45.0–46.9,41.80,11.1,93.3,42.1,21.4,2023
351–400,University of Naples Federico II,"53,319",20.2,2%,45.0–46.9,34.00,28.3,77.5,42.6,32.3,2023
351–400,University of New Mexico (Main campus),"18,046",16.9,5%,45.0–46.9,34.70,29.3,74.5,39,37.6,2023
351–400,North Carolina State University,"31,540",16.6,14%,45.0–46.9,40.90,38.2,59.7,47.5,54.8,2023
351–400,University of Rome II – Tor Vergata,"24,038",30.3,20%,45.0–46.9,39.70,28.8,63.8,45.8,65.3,2023
351–400,"Royal Holloway, University of London","10,640",15.1,35%,45.0–46.9,28.70,28.4,67.6,39.5,91.6,2023
351–400,Royal Veterinary College,"2,250",10.5,30%,45.0–46.9,24.40,20.1,79.6,46.6,93.4,2023
351–400,Rush University,"2,757",2.1,1%,45.0–46.9,40.90,15.3,90.1,44.1,22.1,2023
351–400,Shoolini University of Biotechnology and Management Sciences,"2,973",14.3,2%,45.0–46.9,23.20,14.4,98.3,37.9,49.1,2023
351–400,University of Stirling,"9,855",16,27%,45.0–46.9,22.90,25.9,79.4,37.3,86.1,2023
351–400,Swedish University of Agricultural Sciences,"4,216",4.6,7%,45.0–46.9,29.90,31.4,71.8,89.2,52.1,2023
351–400,University of Texas at Dallas,"25,464",21.6,20%,45.0–46.9,24.80,27,81.3,42.7,56.4,2023
351–400,Tulane University,"11,220",7.5,11%,45.0–46.9,41.90,23,73.6,38.8,43.8,2023
351–400,University of Turku,"13,012",15.3,5%,45.0–46.9,27.70,32.6,73.9,38.7,53.5,2023
351–400,University of Vaasa,"3,873",20,4%,45.0–46.9,19.60,25.5,88,38.5,66.2,2023
351–400,Verona University,"18,621",23.8,4%,45.0–46.9,31.40,26,80,45.5,42.4,2023
351–400,Wake Forest University,"8,122",4,10%,45.0–46.9,39.40,20.2,81.9,45.7,33,2023
351–400,Washington State University,"29,463",19.5,7%,45.0–46.9,33.40,32.7,69.6,50.8,50.1,2023
351–400,Wroclaw Medical University,"6,769",9.4,14%,45.0–46.9,39.60,11.7,89,38.2,37.5,2023
401–500,Alagappa University,"4,831",15.7,0%,42.1–44.9,34.60,11,82.8,37.2,35.1,2023
401–500,University of Alaska Fairbanks,"2,910",7.2,6%,42.1–44.9,29.10,24.9,70,47.7,60,2023
401–500,Arak University of Medical Sciences,"3,500",7.4,1%,42.1–44.9,24.60,8.8,100,36.9,17.9,2023
401–500,Aston University,"12,015",17.8,25%,42.1–44.9,20.50,24.9,76.8,38.8,92.6,2023
401–500,Aswan University,"31,877",46.7,2%,42.1–44.9,16.70,11.6,98.5,37,47.8,2023
401–500,Babol University of Medical Sciences,"4,102",11.8,0%,42.1–44.9,32.30,10.6,97.3,37.3,18.4,2023
401–500,Babol Noshirvani University of Technology,"6,180",28.7,0%,42.1–44.9,20.30,20.9,98.4,38.5,22.9,2023
401–500,Bangor University,"8,790",15.7,26%,42.1–44.9,28.30,24.7,72.6,37.4,84.3,2023
401–500,University of Bayreuth,"9,734",26.6,12%,42.1–44.9,36.40,39.4,55,53.3,58.3,2023
401–500,Brunel University London,"13,040",17,39%,42.1–44.9,24.30,26.4,69.9,37.9,96.9,2023
401–500,University of Campinas,"31,199",17.8,3%,42.1–44.9,47.90,46.7,38.4,44.4,34.1,2023
401–500,Cankaya University,"7,113",25.4,1%,42.1–44.9,15.50,13.2,100,37.7,46.7,2023
401–500,University of Catania,"26,902",21.2,3%,42.1–44.9,31.20,21.5,79.7,39.4,31.9,2023
401–500,Claude Bernard University Lyon 1,"28,253",13,14%,42.1–44.9,36.10,27.2,65.5,41.6,59,2023
401–500,Colorado School of Mines,"6,350",17.6,9%,42.1–44.9,34.00,30.3,63,46.2,37.1,2023
401–500,"Colorado State University, Fort Collins","29,351",17.7,6%,42.1–44.9,31.70,29.6,72.3,43,39.1,2023
401–500,Complutense University of Madrid,"61,128",20.3,12%,42.1–44.9,31.40,34.7,60.5,39.1,44.7,2023
401–500,University of Connecticut,"27,752",13.6,12%,42.1–44.9,39.10,29.3,59.8,40,54.8,2023
401–500,University of Crete,"13,808",27.6,4%,42.1–44.9,20.60,26,82.2,51,48.4,2023
401–500,University of Cyprus,"6,875",20.1,13%,42.1–44.9,26.00,23.1,67,55.5,83.4,2023
401–500,University of Denver,"10,001",13,6%,42.1–44.9,40.10,24.7,69.8,37.9,27.5,2023
401–500,Dublin City University,"13,956",25.4,17%,42.1–44.9,23.90,33.8,63.2,42.6,82.2,2023
401–500,Duy Tan University,"21,670",21.9,0%,42.1–44.9,14.40,12.6,100,37.7,48.6,2023
401–500,Edinburgh Napier University,"11,535",20.4,35%,42.1–44.9,17.90,17,81.3,37,87.8,2023
401–500,University of Electronic Science and Technology of China,"35,232",15.4,3%,42.1–44.9,29.30,31.2,67.1,67,32.4,2023
401–500,Ferhat Abbas Sétif University 1,"34,637",22.7,1%,42.1–44.9,18.20,19.8,94.7,36.9,40,2023
401–500,University of Ferrara,"20,507",32.6,5%,42.1–44.9,31.40,24.7,70.6,43,42.4,2023
401–500,University of Florence,"39,407",23,9%,42.1–44.9,34.80,32.4,65.6,45,44.7,2023
401–500,Free University of Bozen-Bolzano,"4,236",12.6,15%,42.1–44.9,23.50,19.4,83.3,38.5,74.2,2023
401–500,University of Genoa,"20,447",23.7,8%,42.1–44.9,36.40,28.3,66.5,48.3,43.9,2023
401–500,Georgia State University,"34,734",17.3,5%,42.1–44.9,34.30,26.9,65.2,38.1,43.4,2023
401–500,Université Grenoble Alpes,"50,868",18.2,17%,42.1–44.9,37.60,35,56.1,40.4,65.5,2023
401–500,Hanyang University,"20,079",14.6,20%,42.1–44.9,41.80,40.8,40.8,89.8,63.7,2023
401–500,Hunan University,"41,580",18.6,2%,42.1–44.9,24.00,26.4,87.6,59.1,25.6,2023
401–500,University of Ibadan,"26,156",17.6,0%,42.1–44.9,30.10,15.7,83.7,37.4,34.5,2023
401–500,Illinois Institute of Technology,"6,386",11.5,41%,42.1–44.9,43.10,21.8,61,39.7,67.3,2023
401–500,University of Innsbruck,"13,918",22,46%,42.1–44.9,33.90,30.1,55.9,52.5,96.2,2023
401–500,Institut Agro,"2,148",11.5,16%,42.1–44.9,35.40,30.5,59.1,46.7,59.4,2023
401–500,University of International Business and Economics,"16,061",15.7,15%,42.1–44.9,27.20,15.6,84,38.1,54.3,2023
401–500,Iowa State University,"28,767",16.7,10%,42.1–44.9,35.50,36.9,56.5,51,39.5,2023
401–500,Jazan University,"26,568",13,3%,42.1–44.9,17.50,8.5,97,37.1,74.8,2023
401–500,Justus Liebig University Giessen,"28,278",44.6,11%,42.1–44.9,33.10,37.3,60.2,43.7,51.8,2023
401–500,University of Jyväskylä,"10,444",14.4,3%,42.1–44.9,28.50,33.3,68,38.2,51.2,2023
401–500,University of Kansas,"24,435",9.9,8%,42.1–44.9,38.10,24.4,67.2,46.3,49.2,2023
401–500,University of Klagenfurt,"3,562",10,28%,42.1–44.9,23.50,18.2,74.7,38.5,90.9,2023
401–500,Koç University,"5,882",19.7,8%,42.1–44.9,30.70,42.3,56.1,100,49.3,2023
401–500,University of KwaZulu-Natal,"35,795",30.1,2%,42.1–44.9,30.40,34.4,63.9,38.2,51.5,2023
401–500,University of Lagos,"36,237",21.5,0%,42.1–44.9,18.50,14,97.7,40.9,34,2023
401–500,Leibniz University Hannover,"21,677",43.7,18%,42.1–44.9,39.10,39.2,46.2,48.9,54.7,2023
401–500,Lincoln University,"2,492",13.3,44%,42.1–44.9,29.70,22.6,59.9,51.7,96.4,2023
401–500,University of Lincoln,"14,480",15.7,13%,42.1–44.9,17.80,17.4,85.8,37.5,75.4,2023
401–500,Liverpool John Moores University,"21,725",17.4,16%,42.1–44.9,20.90,19,81.2,37.4,77.2,2023
401–500,Mahatma Gandhi University,"1,855",14.6,2%,42.1–44.9,42.50,31.5,58.1,37.9,21.9,2023
401–500,University of Marburg,"23,383",31.2,12%,42.1–44.9,36.00,30.1,64.1,36.9,53.9,2023
401–500,Maynooth University,"11,454",28.5,15%,42.1–44.9,21.70,28.9,71.7,39.5,82.5,2023
401–500,Middlesex University,"15,905",18.7,50%,42.1–44.9,21.30,19.6,75.3,37.2,91,2023
401–500,University of Modena and Reggio Emilia,"21,409",26.9,5%,42.1–44.9,32.70,23.2,72.1,49.1,37.6,2023
401–500,Muhimbili University of Health and Allied Sciences,"3,626",11.3,3%,42.1–44.9,17.00,11,99.9,39.1,49.2,2023
401–500,Murdoch University,"16,641",36.5,40%,42.1–44.9,21.60,27.8,70.6,46.7,93.2,2023
401–500,National and Kapodistrian University of Athens,"66,649",31,11%,42.1–44.9,22.10,20.1,82.4,67.9,56.3,2023
401–500,University of Nebraska-Lincoln,"24,909",16.8,10%,42.1–44.9,34.00,31,60.5,39.6,56.1,2023
401–500,University of Nebraska Medical Center,"3,181",2,9%,42.1–44.9,34.90,12.6,83.2,40.2,46.3,2023
401–500,Norwegian University of Science and Technology,"37,707",15.8,9%,42.1–44.9,30.00,34.7,60.1,42.9,67.5,2023
401–500,Nova Southeastern University,"17,952",16.3,4%,42.1–44.9,39.40,10.6,87.5,36.9,28.9,2023
401–500,Örebro University,"10,005",15.2,5%,42.1–44.9,17.70,21.8,87.1,37.7,55.1,2023
401–500,University of Passau,"9,703",69.2,12%,42.1–44.9,35.60,38.1,54.5,43,53.6,2023
401–500,University of Pisa,"33,791",21.9,6%,42.1–44.9,28.80,30.2,69.2,41.7,40.6,2023
401–500,University of Plymouth,"15,605",17.7,16%,42.1–44.9,22.20,22.7,79.6,37.2,73,2023
401–500,Pontificia Universidad Católica de Chile,"31,578",16,4%,42.1–44.9,24.20,31.9,66.2,70.3,56.2,2023
401–500,University of Porto,"33,484",16.2,16%,42.1–44.9,26.60,32.3,63.7,41.9,57.9,2023
401–500,University of Portsmouth,"22,490",16.4,29%,42.1–44.9,18.80,19.2,76.3,37.6,91.4,2023
401–500,Qazvin University of Medical Sciences,"2,598",9.2,1%,42.1–44.9,30.60,10.3,99.9,37,22.6,2023
401–500,Qom University of Medical Sciences,"2,272",9.1,4%,42.1–44.9,28.90,9.8,100,37,19.4,2023
401–500,Quaid-i-Azam University,"9,250",16.5,1%,42.1–44.9,26.90,22.9,78.7,38.2,48.6,2023
401–500,Sabancı University,"3,819",20,10%,42.1–44.9,25.50,37.7,57,73.4,59.7,2023
401–500,Sharif University of Technology,"9,219",22.5,2%,42.1–44.9,33.50,36.3,60.4,89.5,31.6,2023
401–500,Shenzhen University,"38,240",14.1,1%,42.1–44.9,23.00,27.9,86,50.5,34.5,2023
401–500,University of Siena,"12,948",18.7,9%,42.1–44.9,21.50,25.3,79.9,41.7,43.5,2023
401–500,South China University of Technology,"40,082",12.7,5%,42.1–44.9,28.20,35.6,70.7,80.7,34.4,2023
401–500,Southeast University,"37,484",12.3,4%,42.1–44.9,34.80,42.3,47.2,93.7,37.8,2023
401–500,Southern Medical University,"20,432",10.7,6%,42.1–44.9,38.60,37.7,58,43.8,25,2023
401–500,SRUC (Scotland’s Rural College),"1,325",5.3,8%,42.1–44.9,23.60,12.6,92.1,42.5,59.1,2023
401–500,University of Strathclyde,"19,840",17,29%,42.1–44.9,32.00,33.9,56.1,47.8,89.7,2023
401–500,Sumy State University,"8,703",11.4,21%,42.1–44.9,19.50,12.3,94.5,39.9,57.2,2023
401–500,Syracuse University,"20,620",14.9,23%,42.1–44.9,34.90,28,64.3,37.2,50.7,2023
401–500,Universiti Teknologi Petronas,"5,021",13.6,16%,42.1–44.9,26.80,33.8,58.9,77.6,76.7,2023
401–500,Tianjin University,"27,353",8.7,12%,42.1–44.9,35.30,42.8,51.6,89.9,41.5,2023
401–500,Ton Duc Thang University,"27,878",25.3,1%,42.1–44.9,13.50,16,99.2,39.8,58.4,2023
401–500,University of Trento,"14,219",19.2,8%,42.1–44.9,27.00,32.3,66.5,41.1,56.9,2023
401–500,The University of Tulsa,"4,407",12,10%,42.1–44.9,37.80,17.1,75.6,48,36.4,2023
401–500,University of Turin,"58,463",28.4,6%,42.1–44.9,21.50,29.7,77.5,43.9,41.4,2023
401–500,TU Wien,"10,327",17.7,31%,42.1–44.9,40.10,37.4,38.1,62,87.6,2023
401–500,Umeå University,"18,218",12.6,11%,42.1–44.9,21.90,29.6,78.4,38.5,64.5,2023
401–500,Urmia University of Medical Sciences,"4,644",12,2%,42.1–44.9,35.00,10,90.4,36.9,19.7,2023
401–500,Universiti Utara Malaysia,"12,457",11.6,30%,42.1–44.9,33.40,25.7,60.2,41.2,74.8,2023
401–500,Victoria University of Wellington,"17,883",18.8,20%,42.1–44.9,27.80,34,53.2,53.7,87.4,2023
401–500,University of Waikato,"10,472",17.6,31%,42.1–44.9,21.60,28.1,66.4,40.8,95.4,2023
401–500,University of the West of England,"24,585",15.9,23%,42.1–44.9,18.30,14.6,92.9,37.6,72.9,2023
401–500,William & Mary,"8,089",10.9,8%,42.1–44.9,43.70,21.4,64.3,37.3,35.7,2023
401–500,Xiamen University,"42,760",15.4,2%,42.1–44.9,30.80,28.5,78.4,53.1,28.3,2023
